StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q17,Q22,Q20,Q26,Q24,QID19,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q16,Q17,sessiontoken
06/07/2021 03:28,06/07/2021 03:31,IP Address,101.127.8.1,100,196,TRUE,06/07/2021 03:31,R_1LbSrteNL6hzW0t,,,,,1.369094849,103.8862915,anonymous,EN,24,Male,Singapore,Asian/Pacific Islander,Bachelor's degree,6,21,No,1000,5,Tank,2700,2500,Solo queue,Other,15,20,40,0,15,0,10,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,40,Casual,No,FBViLCzb1625537297873
06/07/2021 07:05,06/07/2021 07:10,IP Address,37.33.16.123,100,331,TRUE,06/07/2021 07:10,R_2e37cAJ6qu2TGnI,,,,,62.23080444,25.73789978,anonymous,EN,26,Other,Finland,White,Bachelor's degree,4,23,Prefer not to say,900,2,Support,2227,2224,Solo queue,Training maps (workshop),10,20,60,10,0,0,0,10,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,10,Casual,No,LYiVh0FT1625549939038
06/07/2021 15:14,06/07/2021 15:17,IP Address,84.132.127.221,100,153,TRUE,06/07/2021 15:17,R_3Ptn39YhnTbl0Dn,,,,,48.16630554,11.56829834,anonymous,EN,20,Male,Germany,White,High school degree or equivalent (A levels),7,16,No,1030,20,Support,3011,2920,Solo queue,"Training maps (workshop),VOD reviewing",60,0,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,Casual,No,JSLW4RBu1625579597086
06/07/2021 15:39,06/07/2021 15:46,IP Address,2.221.235.37,100,384,TRUE,06/07/2021 15:46,R_2cexGe1qN4SaDrs,,,,,55.83929443,-4.289199829,anonymous,EN,27,Male,Scotland,White,Bachelor's degree,4,22,No,500,10,Tank,3064,2746,Team,YouTube video,40,10,10,15,25,0,0,0,0,10,0,0,0,10,0,0,0,20,0,10,0,0,0,0,50,Casual,No,LxyvrqQH1625580765096
06/07/2021 19:19,06/07/2021 19:28,IP Address,73.7.178.253,100,497,TRUE,06/07/2021 19:28,R_3FJAnZhJweyZM7A,,,,,33.78379822,-84.44550323,anonymous,EN,25,Male,The United States,White,High school degree or equivalent (A levels),7,22,Yes,400,18,Tank,98,70,Solo queue,YouTube video,10,10,10,10,10,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,Casual,No,p43zoygt1625595556137
06/07/2021 19:27,06/07/2021 19:33,IP Address,137.119.97.168,100,334,TRUE,06/07/2021 19:33,R_3M0bCQu612WPlpY,,,,,34.94610596,-85.62760162,anonymous,EN,20,Male,UNITED STATES OF AMERICA,White,High school degree or equivalent (A levels),2,15,Yes,400,3,Tank,3677,3605,Team,Training maps (workshop),30,30,10,10,10,10,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,70,Casual,No,3QYQXMA71625595147819
06/07/2021 19:38,06/07/2021 19:41,IP Address,68.2.212.238,100,198,TRUE,06/07/2021 19:41,R_1PRkAw1btZF6lDD,,,,,33.27270508,-111.8277969,anonymous,EN,25,Male,England,White,Bachelor's degree,7,22,Yes,400,20,Damage,90,87,Solo queue,"Training maps (workshop),VOD reviewing",60,20,0,0,20,0,0,30,0,20,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,Casual,Yes,1DPTTnkC1625595089459
06/07/2021 19:38,06/07/2021 19:44,IP Address,75.142.103.28,100,305,TRUE,06/07/2021 19:44,R_9WurhEHDZBnx0Rj,,,,,34.48019409,-117.4093018,anonymous,EN,20,Male,USA,Native American or American Indian,High school degree or equivalent (A levels),5,18,Yes,360,50,Tank,1800,1800,Team,YouTube video,30,10,0,0,30,30,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casual,No,BLDMh8L91625595256490
06/07/2021 19:41,06/07/2021 19:46,IP Address,98.235.73.129,100,295,TRUE,06/07/2021 19:46,R_25HH0G1uwP7MmWd,,,,,40.79570007,-77.86180115,anonymous,EN,24,Male,America,Native American or American Indian,No schooling completed,6,20,Yes,500,4,Tank,2000,2500,Solo queue,Coaching (individual),100,0,0,0,0,0,0,0,0,30,20,0,0,0,50,0,0,0,0,0,0,0,0,0,0,Casual,No,I30fO4Z41625595340690
06/07/2021 19:45,06/07/2021 19:46,IP Address,76.248.95.163,100,118,TRUE,06/07/2021 19:47,R_3fVuQQ1cGI0vFCO,,,,,41.38439941,-81.70030212,anonymous,EN,27,Male,Eng,White,Bachelor's degree,8,24,Yes,500,25,Tank,98,90,Solo queue,"VOD reviewing,Coaching (individual)",20,40,20,20,0,0,0,0,0,30,0,50,0,0,20,0,0,0,0,0,0,0,0,0,0,Casual,Yes,zPOTu20T1625595268303
06/07/2021 19:45,06/07/2021 19:51,IP Address,24.187.101.141,100,384,TRUE,06/07/2021 19:51,R_XnsjDQyQ5Eu5hG9,,,,,40.76060486,-72.98439789,anonymous,EN,22,Male,America,White,No schooling completed,5,17,No,3000,15,Damage,3000,3120,Team,"Training maps (workshop),VOD reviewing,YouTube video",100,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casual,No,25VAuJCA1625595508500
06/07/2021 19:51,06/07/2021 19:53,IP Address,72.84.215.205,100,165,TRUE,06/07/2021 19:53,R_3KW3mOw0TWQVxuo,,,,,37.72520447,-77.55460358,anonymous,EN,20,Male,UNITED STATES OF AMERICA,White,High school degree or equivalent (A levels),3,19,No,130,4,Support,3600,3561,Solo queue,Training maps (workshop),10,0,10,20,10,0,50,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,50,Casual,No,dIN8Odix1625596643280
06/07/2021 19:47,06/07/2021 19:58,IP Address,108.3.169.82,100,619,TRUE,06/07/2021 19:58,R_3k1X3FbmUK3dUmE,,,,,38.95120239,-76.49440002,anonymous,EN,19,Male,1478 Oakridge Farm Lane Milwaukee,Hispanic or Latino,Less than a high school diploma (GCSEs),4,18,No,100,5,Tank,78,11,Team,"Training maps (workshop),VOD reviewing,YouTube video",10,10,30,30,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,Casual,No,JjyyIQbJ1625595338817
06/07/2021 19:59,06/07/2021 20:04,IP Address,108.221.145.187,100,270,TRUE,06/07/2021 20:04,R_1jPSV8Jhnb9aoCZ,,,,,32.88760376,-97.21320343,anonymous,EN,28,Male,United States,White,Master's degree,8,20,Yes,500,16,Damage,3200,3200,Team,"YouTube video,Coaching (individual)",10,20,10,10,20,20,10,10,0,20,20,10,0,0,10,0,0,0,10,10,0,10,0,0,0,Casual,Yes,oII4n9d31625595236969
06/07/2021 20:01,06/07/2021 20:06,IP Address,216.110.217.162,100,250,TRUE,06/07/2021 20:06,R_DcSwQ3IDDH8SxtT,,,,,46.60389709,-120.5057983,anonymous,EN,19,Male,America,White,No schooling completed,6,17,Yes,1000,10,Damage,3000,3210,Solo queue,"Training maps (workshop),VOD reviewing,YouTube video",100,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casual,No,CmDgS27S1625596521667
06/07/2021 20:04,06/07/2021 20:09,IP Address,72.192.2.243,100,296,TRUE,06/07/2021 20:09,R_BCX84rY47yZPYAh,,,,,41.706604,-72.57450104,anonymous,EN,20,Male,America,White,No schooling completed,9,18,No,1500,30,Damage,3100,3000,Solo queue,"Training maps (workshop),VOD reviewing,YouTube video",100,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casual,No,08lOx5KA1625595509315
06/07/2021 20:02,06/07/2021 20:11,IP Address,50.81.162.152,100,538,TRUE,06/07/2021 20:11,R_323zqaY02zP8zWU,,,,,41.64729309,-93.47440338,anonymous,EN,26,Male,United States ,White,Bachelor's degree,4,23,No,900,2,Prefer not to say,3000,2000,Team,"Training maps (workshop),YouTube video",20,10,10,20,10,10,20,10,0,0,30,0,10,0,20,0,0,0,20,0,10,0,0,0,0,Casual,No,wncZuM0b1625596583229
06/07/2021 19:59,06/07/2021 20:12,IP Address,73.130.112.167,100,791,TRUE,06/07/2021 20:12,R_TnIzS5y8vvlEmOd,,,,,40.29600525,-75.98940277,anonymous,EN,18,Male,America,White,No schooling completed,6,17,Yes,1570,30,Tank,3121,2900,Solo queue,"Training maps (workshop),VOD reviewing,YouTube video",50,0,50,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,Casual,No,SXnK1wWV1625595535394
06/07/2021 20:11,06/07/2021 20:13,IP Address,98.144.228.88,100,164,TRUE,06/07/2021 20:13,R_1pyXRmk2PcvdDWK,,,,,42.88949585,-87.90740204,anonymous,EN,23,Male,The United States,White,High school degree or equivalent (A levels),3,18,Yes,300,3,Damage,3700,3620,Team,"Training maps (workshop),Coaching (team)",10,10,0,0,50,0,30,0,0,0,20,0,0,20,0,20,0,0,0,20,0,0,0,0,20,Casual,No,COKlERUN1625597640722
06/07/2021 20:11,06/07/2021 20:17,IP Address,76.109.207.45,100,340,TRUE,06/07/2021 20:17,R_pt7DbyESnZ3H5yF,,,,,25.72770691,-80.37159729,anonymous,EN,23,Male,America,Native American or American Indian,No schooling completed,6,18,No,1500,6,Damage,3800,4000,Solo queue,Coaching (individual),100,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,40,0,0,Casual,No,0lAzUTLt1625595341735
06/07/2021 20:13,06/07/2021 20:17,IP Address,96.59.179.14,100,257,TRUE,06/07/2021 20:17,R_XId46GaeA84gjXr,,,,,28.0973053,-82.70010376,anonymous,EN,19,Male,America,Native American or American Indian,No schooling completed,6,19,No,900,3,Damage,2700,3700,Team,Other,100,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,40,0,0,Casual,No,sMiHi0ZO1625595355779
06/07/2021 20:12,06/07/2021 20:17,IP Address,71.207.61.27,100,307,TRUE,06/07/2021 20:17,R_TbaLWDl5k0BVokN,,,,,40.2039032,-76.72859955,anonymous,EN,22,Male,America,Native American or American Indian,No schooling completed,5,19,No,700,4,Tank,2800,3200,Team,Training maps (workshop),100,0,0,0,0,0,0,0,0,50,20,0,0,0,0,0,0,0,0,0,0,0,30,0,0,Casual,No,jh1J1ems1625595355086
06/07/2021 20:31,06/07/2021 20:33,IP Address,24.250.129.236,100,155,TRUE,06/07/2021 20:33,R_3fOHk1HZM8ZF6Yw,,,,,29.16569519,-82.12729645,anonymous,EN,24,Male,UNITED STATES OF AMERICA,White,High school degree or equivalent (A levels),3,18,No,500,4,Damage,3650,3600,Solo queue,"Training maps (workshop),Coaching (individual),Coaching (team)",0,30,0,20,20,0,30,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,40,Casual,No,f1VvExpf1625599065691
06/07/2021 20:30,06/07/2021 20:35,IP Address,92.8.213.18,100,252,TRUE,06/07/2021 20:35,R_1pQN9uhFz1LycF4,,,,,53.36779785,-1.506500244,anonymous,EN,21,Male,英国,White,Bachelor's degree,5,19,Yes,459,8,Damage,2471,1699,Solo queue,"Training maps (workshop),YouTube video",50,30,20,0,0,0,0,0,0,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Casual,No,ckSWINN11625598476517
06/07/2021 20:51,06/07/2021 20:54,IP Address,67.80.70.114,100,178,TRUE,06/07/2021 20:54,R_2atPeA1rtlxQjBe,,,,,40.76060486,-72.98439789,anonymous,EN,26,Male,UNITED STATES OF AMERICA,White,High school degree or equivalent (A levels),3,20,No,400,3,Support,3640,3600,Solo queue,"Training maps (workshop),YouTube video",0,30,0,30,20,0,20,0,0,20,20,0,0,0,0,0,0,0,20,0,0,20,0,0,20,Casual,No,shBUZg551625600256334
06/07/2021 21:04,06/07/2021 21:13,IP Address,184.60.230.20,100,564,TRUE,06/07/2021 21:13,R_24kr1AslfH2B7oc,,,,,37.1855011,-83.41560364,anonymous,EN,22,Male,America,Asian/Pacific Islander,No schooling completed,8,20,No,800,4,Tank,2800,3100,Team,Coaching (individual),100,0,0,0,0,0,0,0,0,20,30,0,0,0,30,0,0,0,0,0,0,0,20,0,0,Casual,No,qOliWOt41625599952084
06/07/2021 21:06,06/07/2021 21:14,IP Address,174.48.44.165,100,447,TRUE,06/07/2021 21:14,R_BrDD0vYV8racf3r,,,,,27.14149475,-80.20179749,anonymous,EN,24,Male,America ,Asian/Pacific Islander,No schooling completed,5,20,No,500,2,Support,2000,2200,Team,Coaching (individual),100,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,Casual,No,8yMn0INW1625599999751
06/07/2021 21:06,06/07/2021 21:14,IP Address,75.134.198.26,100,428,TRUE,06/07/2021 21:14,R_1C1Ip2neZs1PVV7,,,,,37.38659668,-89.65299988,anonymous,EN,22,Male,America ,Native American or American Indian,No schooling completed,6,20,No,1500,5,Support,3800,4000,Team,Coaching (team),100,0,0,0,0,0,0,0,0,20,50,0,0,0,0,0,0,0,0,0,0,30,0,0,0,Casual,No,rDuMrvHb1625599970132
06/07/2021 21:05,06/07/2021 21:14,IP Address,75.74.92.53,100,529,TRUE,06/07/2021 21:14,R_vr9jhCCFDipn2U1,,,,,25.49310303,-80.43440247,anonymous,EN,24,Male,America ,Black or African American,No schooling completed,5,20,No,700,5,Damage,3400,3600,Team,Coaching (team),100,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,40,0,0,Casual,No,wFt8W40D1625599957999
06/07/2021 21:21,06/07/2021 21:25,IP Address,173.29.246.37,100,222,TRUE,06/07/2021 21:25,R_UXFwEBiGkNTRcvn,,,,,41.55149841,-93.58039856,anonymous,EN,28,Male,United States ,White,Bachelor's degree,5,25,No,600,3,Support,3800,3000,Team,"Training maps (workshop),YouTube video,Coaching (team)",10,10,10,20,10,10,30,40,0,0,20,0,0,0,30,0,0,0,0,10,0,0,0,0,0,Casual,No,Q2eVGEFx1625601442008
06/07/2021 23:03,06/07/2021 23:11,IP Address,179.67.94.98,100,521,TRUE,06/07/2021 23:11,R_2zBBPBdrwxSyRRz,,,,,-1.345001221,-48.42190552,anonymous,EN,23,Male,Brasil,White,High school degree or equivalent (A levels),6,20,Yes,1000,10,Damage,3405,2946,Solo queue,"Training maps (workshop),YouTube video",66,18,1,3,0,12,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,Casual,No,qRW09uTm1625607036019
07/07/2021 03:29,07/07/2021 03:34,IP Address,73.168.20.39,100,336,TRUE,07/07/2021 03:34,R_ssRcMN7XJkrOPWV,,,,,41.93449402,-88.0039978,anonymous,EN,22,Male,UK,White,Bachelor's degree,5,18,Yes,2000,10,Tank,2000,1800,Solo queue,"Training maps (workshop),YouTube video,Coaching (team)",15,20,20,10,25,10,0,10,10,10,10,0,5,5,5,5,0,0,0,0,15,15,10,0,0,Casual,No,Hy0bQXCZ1625622879284
07/07/2021 06:51,07/07/2021 06:54,IP Address,173.82.120.7,100,175,TRUE,07/07/2021 06:54,R_XhUqP01xR0dw6Z3,,,,,39.56329346,-75.59220123,anonymous,EN,36,Female,uk,White,Bachelor's degree,4,25,Yes,900,20,Damage,120,36,Team,"VOD reviewing,YouTube video",10,20,15,20,30,5,0,5,5,5,5,10,5,5,10,5,5,5,5,5,5,5,5,10,0,Casual,Yes,EKXKvdWx1625630483899
07/07/2021 17:40,07/07/2021 17:45,IP Address,100.15.217.197,100,329,TRUE,07/07/2021 17:45,R_3GBpymmjW7TRZ04,,,,,38.90339661,-76.98819733,anonymous,EN,31,Male,United States,White,Bachelor's degree,7,27,No,700,7,Support,2800,2600,Team,YouTube video,60,0,30,5,5,0,0,0,0,0,0,0,10,0,0,0,0,60,20,10,0,0,0,0,0,Casual,No,q04J71Yv1625674643112
08/07/2021 11:24,08/07/2021 11:26,IP Address,67.230.189.53,100,141,TRUE,08/07/2021 11:26,R_2bhJLNLBuEZuJ3z,,,,,34.05839539,-118.2779999,anonymous,EN,34,Male,US,White,Bachelor's degree,4,20,Yes,500,5,Tank,4,5,Solo queue,"VOD reviewing,YouTube video,Coaching (individual)",35,25,10,10,10,10,0,15,15,20,5,5,15,15,5,5,0,0,0,0,0,0,0,0,0,Casual,Prefer not to say,sxTsvjdG1625738047435
09/07/2021 01:04,09/07/2021 01:09,IP Address,174.82.168.32,100,330,TRUE,09/07/2021 01:10,R_2tyTX68ptDzrTid,,,,,46.70449829,-92.09500122,anonymous,EN,26,Male,United States ,White,Bachelor's degree,5,24,No,220,2,Tank,3200,2800,Team,"Training maps (workshop),YouTube video,Coaching (team)",40,10,10,0,30,10,0,10,60,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,Casual,No,AqyavPIf1625787479274
09/07/2021 01:30,09/07/2021 01:33,IP Address,70.112.162.126,100,182,TRUE,09/07/2021 01:33,R_2aFD5lcmVB0qmoy,,,,,30.37730408,-97.70999908,anonymous,EN,25,Female,United States,White,Master's degree,7,22,Yes,300,10,Damage,3200,3200,Solo queue,"VOD reviewing,Coaching (individual)",20,30,20,10,10,10,0,20,0,0,30,0,0,0,20,0,0,20,0,0,0,10,0,0,0,Casual,Yes,OIjG944j1625789503264
09/07/2021 03:09,09/07/2021 03:12,IP Address,108.192.69.214,100,194,TRUE,09/07/2021 03:12,R_OjTye9qrmO0dtrr,,,,,34.10780334,-84.50260162,anonymous,EN,26,Male,United States ,White,Bachelor's degree,5,23,No,300,2,Tank,3000,2200,Team,YouTube video,40,0,20,10,30,0,0,40,0,20,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,Casual,No,UAifJGyL1625794270834
02/07/2021 22:54,02/07/2021 23:41,IP Address,72.13.86.178,29,2839,FALSE,09/07/2021 23:41,R_0HhHupiqGUSzhCN,,,,,,,anonymous,EN,30,Female,US,White,Bachelor's degree,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9260odW01625262825060
02/07/2021 22:54,02/07/2021 23:41,Spam,72.13.86.178,29,2840,FALSE,09/07/2021 23:41,R_1g0y006MtP1Oea6,,,,,,,anonymous,EN,30,Female,US,White,Bachelor's degree,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eWEucHDz1625262824612
02/07/2021 22:54,02/07/2021 23:41,Spam,72.13.86.178,29,2839,FALSE,09/07/2021 23:41,R_1LBj1uyF9IyJPMx,,,,,,,anonymous,EN,30,Female,US,White,Bachelor's degree,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k3072QVi1625262824857
03/07/2021 04:11,03/07/2021 04:17,IP Address,148.170.119.55,95,358,FALSE,10/07/2021 04:17,R_3phHURmXjeaagRI,,,,,,,anonymous,EN,31,Male,America,Black or African American,Bachelor's degree,7,12,Yes,5,3,Tank,15,3,Team,"Coaching (individual),Coaching (team)",20,15,5,10,20,10,20,5,5,2,3,5,2,8,3,8,7,2,10,10,5,3,10,2,10,Casual,Yes,yihhd01J1625280510896
03/07/2021 09:34,03/07/2021 09:37,IP Address,174.17.50.108,95,161,FALSE,10/07/2021 09:37,R_1MLI2juxrCQbLrG,,,,,,,anonymous,EN,20,Female," La Vernia, Texas",Black or African American,Master's degree,6,16,Yes,200,30,Tank,60,60,Solo queue,"Training maps (workshop),VOD reviewing,Coaching (individual)",10,10,10,10,30,30,0,10,10,0,10,10,10,20,10,0,10,10,0,0,0,0,0,0,0,Casual,No,tVDp79rL1625300438116
03/07/2021 10:19,03/07/2021 10:21,IP Address,73.54.52.79,67,107,FALSE,10/07/2021 10:21,R_2xWejhbRNIWi46l,,,,,,,anonymous,EN,34,Female,State,White,High school degree or equivalent (A levels),6,14,Yes,300,2,Tank,5000,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zFsTQ4iX1625303167306
03/07/2021 10:42,03/07/2021 10:46,IP Address,150.195.82.130,95,195,FALSE,10/07/2021 10:46,R_2Cge6vzFPQEAl41,,,,,,,anonymous,EN,25,Male,3928 Stiles Street,Black or African American,High school degree or equivalent (A levels),6,18,Yes,300,40,Damage,54,54,Team,"VOD reviewing,YouTube video,Coaching (individual)",10,10,20,10,30,20,0,10,10,10,0,10,20,10,10,10,10,0,0,0,0,0,0,0,0,Professional,Yes,OrySrlqj1625304426510
03/07/2021 11:45,03/07/2021 11:49,IP Address,67.238.159.222,95,255,FALSE,10/07/2021 11:49,R_2zeeF8AgKZgqgaR,,,,,,,anonymous,EN,25,Male,"Montgomery, Alabama",Native American or American Indian,Bachelor's degree,6,18,Yes,300,30,Tank,56,56,Solo queue,"YouTube video,Coaching (individual)",10,20,10,20,10,30,0,10,10,20,10,20,10,10,10,0,0,0,0,0,0,0,0,0,0,Casual,No,MU2rRWwp1625308350275
06/07/2021 19:18,06/07/2021 19:29,IP Address,184.16.127.179,29,666,FALSE,13/07/2021 19:29,R_2v0ni2BOXc2fFwF,,,,,,,anonymous,EN,32,Male,The United States,Hispanic or Latino,High school degree or equivalent (A levels),7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9HetXUpV1625595468144
06/07/2021 19:19,06/07/2021 20:14,IP Address,38.87.49.98,29,3340,FALSE,13/07/2021 20:14,R_2ff9IMHOCRG8A7R,,,,,,,anonymous,EN,30,Male,The United States,Hispanic or Latino,Bachelor's degree,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v32ZvF261625595514389
14/07/2021 00:58,14/07/2021 01:02,IP Address,86.150.63.197,100,243,TRUE,14/07/2021 01:02,R_2QFK05DpEaI9acx,,,,,51.90490723,0.91859436,anonymous,EN,32,Male,United States ,White,Bachelor's degree,6,31,No,150,3,Damage,2800,2200,Solo queue,Training maps (workshop),50,20,30,0,0,0,0,0,0,30,20,0,0,0,50,0,0,0,0,0,0,0,0,0,0,Casual,No,6bBojwZK1626219376059
14/07/2021 01:29,14/07/2021 01:32,IP Address,46.69.200.149,100,199,TRUE,14/07/2021 01:32,R_3n9twLgKq6ntct7,,,,,52.13589478,-2.211700439,anonymous,EN,25,Male,United States ,White,Master's degree,3,23,No,820,6,Tank,3300,3000,Team,"Training maps (workshop),YouTube video,Coaching (individual),Coaching (team)",50,20,0,20,10,0,0,30,0,0,30,0,20,0,20,0,0,0,0,0,0,0,0,0,0,Casual,No,qP9Knt6O1626221242482
14/07/2021 02:13,14/07/2021 02:17,IP Address,2.28.10.187,100,218,TRUE,14/07/2021 02:17,R_2YFZLbEHu0ILzrv,,,,,56.4125061,-3.048400879,anonymous,EN,28,Male,United States,White,Master's degree,6,24,No,1200,5,Tank,3800,3100,Team,YouTube video,25,5,30,10,20,10,0,20,0,20,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,Casual,No,nf4T8wT91626223037844
14/07/2021 02:25,14/07/2021 02:29,IP Address,109.145.109.204,100,208,TRUE,14/07/2021 02:29,R_29gGhg2le7tW8jU,,,,,51.32290649,-2.783905029,anonymous,EN,23,Male,United States,White,Bachelor's degree,3,21,No,320,3,Tank,2800,2200,Solo queue,"Training maps (workshop),YouTube video",20,20,10,40,5,5,0,15,0,15,20,5,15,0,20,0,0,10,0,0,0,0,0,0,0,Casual,No,wO0QndYP1626225874840
14/07/2021 03:07,14/07/2021 03:10,IP Address,67.247.64.171,100,203,TRUE,14/07/2021 03:10,R_bdbInhStytchqqB,,,,,43.06419373,-74.33399963,anonymous,EN,25,Male,United States,White,Master's degree,5,23,No,700,6,Tank,3000,2500,Team,"YouTube video,Coaching (team)",50,20,30,0,0,0,0,0,0,30,20,0,20,0,30,0,0,0,0,0,0,0,0,0,0,Casual,No,UAp8PjB01626227467209
14/07/2021 10:41,14/07/2021 10:47,IP Address,70.117.53.30,100,395,TRUE,14/07/2021 10:47,R_3FLjKka3uDzjdIi,,,,,30.29719543,-97.63909912,anonymous,EN,28,Female,United States,White,Bachelor's degree,7,21,Yes,800,18,Tank,3700,3700,Team,"Training maps (workshop),VOD reviewing,YouTube video,Coaching (team)",20,20,30,10,10,10,0,10,20,10,20,0,0,0,20,0,0,0,10,0,0,0,10,0,0,Casual,Yes,FQ2C26lQ1626254400858
14/07/2021 11:14,14/07/2021 11:18,IP Address,70.123.9.120,100,231,TRUE,14/07/2021 11:18,R_1DwhXvsJUo4VCrp,,,,,30.30230713,-97.69139862,anonymous,EN,25,Female,United States,White,Bachelor's degree,5,19,Yes,500,12,Tank,3200,3200,Team,"Training maps (workshop),VOD reviewing,Coaching (team)",20,10,20,20,10,10,10,10,20,10,10,0,20,0,20,0,0,0,10,0,0,0,0,0,0,Professional,Yes,gA501RRB1626256607743
14/07/2021 14:42,14/07/2021 14:46,IP Address,136.49.58.63,100,260,TRUE,14/07/2021 14:46,R_11ilXlLiK0cXu34,,,,,30.18260193,-97.73940277,anonymous,EN,23,Female,United States,White,Bachelor's degree,6,17,Yes,700,20,Tank,4000,4000,Solo queue,"Training maps (workshop),Coaching (individual),Coaching (team)",10,20,30,10,10,10,10,0,10,0,20,0,20,0,20,0,0,0,20,0,0,10,0,0,0,Professional,Yes,sO9sGNvv1626258314332
07/07/2021 14:32,07/07/2021 14:52,IP Address,2.27.238.156,29,1186,FALSE,14/07/2021 14:52,R_AHAkTSZlJFSzYU9,,,,,,,anonymous,EN,32,Male,England,White,Bachelor's degree,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YXrE38yo1625664693250
16/07/2021 17:37,16/07/2021 17:54,IP Address,94.12.92.103,100,1024,TRUE,16/07/2021 17:54,R_3Rg9cuJQFDISq5R,,,,,52.60490417,-1.148803711,anonymous,EN,20,Male,England,Asian/Pacific Islander,High school degree or equivalent (A levels),6,16,No,3000,35,Tank,2686,2722,Solo queue,"Training maps (workshop),VOD reviewing,YouTube video,Other",75,0,2,0,6,0,17,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,93,Professional,Yes,uNq9vRD61626451241971
10/07/2021 14:21,10/07/2021 14:23,IP Address,121.78.156.132,29,69,FALSE,17/07/2021 14:23,R_sRs98gmYPKl4iwV,,,,,,,anonymous,EN,22,Prefer not to say,us,Other,Master's degree,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xyqio1Hy1625923294555
31/07/2021 01:05,31/07/2021 01:13,IP Address,72.66.117.217,100,469,TRUE,31/07/2021 01:13,R_dahTiv4EafLvDKp,,,,,39.04620361,-77.11949921,anonymous,EN,28,Male,United States of America,Asian/Pacific Islander,Master's degree,7,23,Yes,1344,5,Tank,3039,2735,Solo queue,"VOD reviewing,YouTube video",50,20,20,5,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,10,0,0,0,0,0,Casual,No,US6JfNj61627688445489
31/07/2021 01:24,31/07/2021 01:29,IP Address,73.32.215.60,100,300,TRUE,31/07/2021 01:29,R_yZIKSNF2yxBfNTz,,,,,29.57989502,-95.60849762,anonymous,EN,19,Male,Spain,White,High school degree or equivalent (A levels),6,17,No,1200,8,Tank,3904,3700,Solo queue,"Training maps (workshop),VOD reviewing,YouTube video",90,10,0,0,0,0,0,0,20,1,3,0,0,0,0,6,0,0,1,1,0,1,2,4,61,Casual,No,n4O6kXCJ1627689390561
